Afghanistan,2015,34413603,3.077083595
Afghanistan,2016,35383128,2.778317409
Afghanistan,2017,36296400,2.548346644
Afghanistan,2018,,2.3847611
Afghanistan,2019,,2.311817217
Albania,2015,2880703,-0.291205787
Albania,2016,2876101,-0.159880412
Albania,2017,2873457,-0.091972294
Albania,2018,,-0.246732042
Albania,2019,,-0.426007367
Algeria,2015,39728025,2.045387243
Algeria,2016,40551404,2.051354584
Algeria,2017,41389198,2.044952503
Algeria,2018,,2.00737383
Algeria,2019,,1.933950191
American Samoa,2015,55812,0.037633397
American Samoa,2016,55741,-0.12729377
American Samoa,2017,55620,-0.217311352
American Samoa,2018,,-0.279065762
American Samoa,2019,,-0.276230801
Andorra,2015,78011,-1.529058438
Andorra,2016,77297,-0.919469738
Andorra,2017,77001,-0.383673623
Andorra,2018,,0.006493211
Andorra,2019,,0.176453843
Angola,2015,27884381,3.438850684
Angola,2016,28842484,3.37827278
Angola,2017,29816748,3.322080998
Angola,2018,,3.276133875
Angola,2019,,3.242982603
Antigua and Barbuda,2015,93566,1.078837937
Antigua and Barbuda,2016,94527,1.021843835
Antigua and Barbuda,2017,95426,0.946557003
Antigua and Barbuda,2018,,0.89718512
Antigua and Barbuda,2019,,0.860380481
Argentina,2015,43131966,1.078001344
Argentina,2016,43590368,1.057181578
Argentina,2017,44044811,1.037133897
Argentina,2018,,1.015808349
Argentina,2019,,0.993397493
Armenia,2015,2925553,0.450500903
Armenia,2016,2936146,0.361431439
Armenia,2017,2944809,0.294612228
Armenia,2018,,0.236306379
Armenia,2019,,0.201539723
Aruba,2015,104341,0.544892394
Aruba,2016,104872,0.50761773
Aruba,2017,105366,0.469944453
Aruba,2018,,0.453575639
Aruba,2019,,0.442121959
Australia,2015,23815995,1.439216653
Australia,2016,24190907,1.561940498
Australia,2017,24601860,1.684523108
Australia,2018,,1.536105516
Australia,2019,,1.515984454
Austria,2015,8642699,1.120992502
Austria,2016,8736668,1.081396299
Austria,2017,8797566,0.694621104
Austria,2018,,0.487071925
Austria,2019,,0.412539809
Azerbaijan,2015,9649341,1.191209858
Azerbaijan,2016,9757812,1.11785721
Azerbaijan,2017,9854033,0.981261805
Azerbaijan,2018,,0.866316916
Azerbaijan,2019,,0.837019639
Bahamas,2015,374206,2015
Bahamas,2016,377931,2016
Bahamas,2017,381761,2017
Bahamas,2018,,2018
Bahamas,2019,,2019
Bahrain,2015,1371851,2.642471156
Bahrain,2016,1425791,3.856582461
Bahrain,2017,1494074,4.677986951
Bahrain,2018,,4.921161372
Bahrain,2019,,4.469239009
Bangladesh,2015,156256276,1.117283565
Bangladesh,2016,157970840,1.091300482
Bangladesh,2017,159670593,1.070244022
Bangladesh,2018,,1.050044649
Bangladesh,2019,,1.042001128
Barbados,2015,285324,0.175042007
Barbados,2016,285796,0.165289294
Barbados,2017,286233,0.152789486
Barbados,2018,,0.142439723
Barbados,2019,,0.133875829
Belarus,2015,9489616,0.159300802
Belarus,2016,9501534,0.12551111
Belarus,2017,9498264,-0.034421419
Belarus,2018,,-0.155570407
Belarus,2019,,-0.17564847
Belgium,2015,11274196,0.579446242
Belgium,2016,11331422,0.506300002
Belgium,2017,11375158,0.385228018
Belgium,2018,,0.455184695
Belgium,2019,,0.497584972
Belize,2015,360933,2.118799855
Belize,2016,368400,2.047695884
Belize,2017,375769,1.980528851
Belize,2018,,1.92457577
Belize,2019,,1.883110736
Benin,2015,10575952,2.771714168
Benin,2016,10872067,2.761409493
Benin,2017,11175204,2.750055592
Benin,2018,,2.734862013
Benin,2019,,2.715105359
Bermuda,2015,65239,0.151985016
Bermuda,2016,64555,-1.046951883
Bermuda,2017,63874,-1.054930756
Bermuda,2018,,0.073583517
Bermuda,2019,,-0.003128911
Bhutan,2015,727876,1.219146338
Bhutan,2016,736709,1.206226624
Bhutan,2017,745568,1.195337374
Bhutan,2018,,1.176843395
Bhutan,2019,,1.146382274
Bolivia,2015,10869730,1.512924033
Bolivia,2016,11031813,1.480132784
Bolivia,2017,11192854,1.44923493
Bolivia,2018,,1.421899486
Bolivia,2019,,1.399098368
Bosnia and Herzegovina,2015,3429361,-1.526276235
Bosnia and Herzegovina,2016,3386267,-1.264581174
Bosnia and Herzegovina,2017,3351527,-1.031207183
Bosnia and Herzegovina,2018,,-0.826854592
Bosnia and Herzegovina,2019,,-0.692206409
Botswana,2015,2120716,1.525307942
Botswana,2016,2159944,1.832852792
Botswana,2017,2205128,2.070326167
Botswana,2018,,2.197675758
Botswana,2019,,2.175290909
Brazil,2015,204471769,0.838848283
Brazil,2016,206163058,0.823748232
Brazil,2017,207833831,0.807147162
Brazil,2018,,0.783847579
Brazil,2019,,0.751548427
British Virgin Islands,2015,29152,0.560707339
British Virgin Islands,2016,29355,0.693936844
British Virgin Islands,2017,29577,0.753414274
British Virgin Islands,2018,,0.757847309
British Virgin Islands,2019,,0.762137664
Brunei Darussalam,2015,414907,1.246081245
Brunei Darussalam,2016,419800,1.172400865
Brunei Darussalam,2017,424473,1.10699921
Brunei Darussalam,2018,,1.051993743
Brunei Darussalam,2019,,1.002737318
Bulgaria,2015,7177991,-0.638069468
Bulgaria,2016,7127822,-0.701382098
Bulgaria,2017,7075947,-0.730443175
Bulgaria,2018,,-0.722080405
Bulgaria,2019,,-0.703905641
Burkina Faso,2015,18110624,2.939462977
Burkina Faso,2016,18646378,2.915319071
Burkina Faso,2017,19193284,2.890850806
Burkina Faso,2018,,2.867078367
Burkina Faso,2019,,2.844222553
Burundi,2015,10160030,3.156909217
Burundi,2016,10487998,3.177016087
Burundi,2017,10827024,3.181367524
Burundi,2018,,3.166773442
Burundi,2019,,3.128967114
Cabo Verde,2015,524743,1.241420644
Cabo Verde,2016,531146,1.212831744
Cabo Verde,2017,537497,1.188624222
Cabo Verde,2018,,1.159766769
Cabo Verde,2019,,1.127924314
Cambodia,2015,15521436,1.603706854
Cambodia,2016,15766293,1.565227051
Cambodia,2017,16009414,1.530261745
Cambodia,2018,,1.490355371
Cambodia,2019,,1.44639338
Cameroon,2015,23298368,2.68179173
Cameroon,2016,23926539,2.660494609
Cameroon,2017,24566045,2.637694363
Cameroon,2018,,2.612290751
Cameroon,2019,,2.584247107
Canada,2015,35702908,0.746339478
Canada,2016,36109487,1.132348655
Canada,2017,36540268,1.194280492
Canada,2018,,1.397947791
Canada,2019,,1.424051307
Caribbean small states,2015,7222212,0.679785241
Caribbean small states,2016,7269386,0.65324916
Caribbean small states,2017,7314990,0.627302034
Caribbean small states,2018,,0.601122135
Caribbean small states,2019,,0.57650825
Cayman Islands,2015,61724,1.429388302
Cayman Islands,2016,62569,1.359711357
Cayman Islands,2017,63382,1.290996168
Cayman Islands,2018,,1.241823478
Cayman Islands,2019,,1.198880548
Central African Republic,2015,4493170,0.647403919
Central African Republic,2016,4537687,0.985894486
Central African Republic,2017,4596028,1.277504136
Central African Republic,2018,,1.519051537
Central African Republic,2019,,1.674745212
Chad,2015,14110975,3.222050147
Chad,2016,14561666,3.143959589
Chad,2017,15016773,3.077531708
Chad,2018,,3.023579699
Chad,2019,,2.985937461
Channel Islands,2015,165385,0.780009114
Channel Islands,2016,166923,0.9256539
Channel Islands,2017,168665,1.03818709
Channel Islands,2018,,1.081493246
Channel Islands,2019,,1.026972656
Chile,2015,17969353,1.177757471
Chile,2016,18209068,1.325201606
Chile,2017,18470439,1.425185044
Chile,2018,,1.391010541
Chile,2019,,1.182980431
China,2015,1371220000,0.508136747
China,2016,1378665000,0.541478512
China,2017,1386395000,0.559121331
China,2018,,0.455899679
China,2019,,0.357291063
Colombia,2015,47520667,1.170445199
Colombia,2016,48171392,1.367649952
Colombia,2017,48901066,1.513747435
Colombia,2018,,1.524235944
Colombia,2019,,1.356788043
Comoros,2015,777424,2.347041066
Comoros,2016,795592,2.310060155
Comoros,2017,813892,2.274118744
Comoros,2018,,2.239170611
Comoros,2019,,2.205877437
Congo Dem. Rep.,2015,76244544,2015
Congo Dem. Rep.,2016,78789127,2016
Congo Dem. Rep.,2017,81398764,2017
Congo Dem. Rep.,2018,,2018
Congo Dem. Rep.,2019,,2019
Congo Rep.,2015,4856095,2015
Congo Rep.,2016,4980999,2016
Congo Rep.,2017,5110702,2017
Congo Rep.,2018,,2018
Congo Rep.,2019,,2019
Costa Rica,2015,4847804,1.086952795
Costa Rica,2016,4899345,1.057570381
Costa Rica,2017,4949954,1.02767609
Costa Rica,2018,,0.994782258
Costa Rica,2019,,0.957905014
Cote d'Ivoire,2015,23226143,2.522094681
Cote d'Ivoire,2016,23822714,2.536099761
Cote d'Ivoire,2017,24437469,2.54780739
Cote d'Ivoire,2018,,2.552358861
Cote d'Ivoire,2019,,2.549336239
Croatia,2015,4203604,-0.824099164
Croatia,2016,4174349,-0.698383457
Croatia,2017,4124531,-1.200610165
Croatia,2018,,-0.893486928
Croatia,2019,,-0.498888696
Cuba,2015,11324781,0.157999772
Cuba,2016,11335109,0.091156671
Cuba,2017,11339259,0.03660521
Cuba,2018,,-0.009886496
Cuba,2019,,-0.041064554
Curacao,2015,157980,1.319593903
Curacao,2016,159664,1.060316441
Curacao,2017,160175,0.319536038
Curacao,2018,,-0.234393419
Curacao,2019,,-1.425633433
Cyprus,2015,1160985,0.752185523
Cyprus,2016,1170187,0.789478236
Cyprus,2017,1179680,0.807965016
Cyprus,2018,,0.809225398
Cyprus,2019,,0.779788192
Czech Republic,2015,10546059,0.196588748
Czech Republic,2016,10566332,0.192048416
Czech Republic,2017,10594438,0.265642664
Czech Republic,2018,,0.334427262
Czech Republic,2019,,0.373537317
Denmark,2015,5683483,0.70642385
Denmark,2016,5728010,0.780392644
Denmark,2017,5764980,0.643350904
Denmark,2018,,0.495838926
Denmark,2019,,0.429153164
Djibouti,2015,913993,1.6878089
Djibouti,2016,929112,1.640637851
Djibouti,2017,944097,1.599962382
Djibouti,2018,,1.557873607
Djibouti,2019,,1.515180502
Dominica,2015,71183,0.137768178
Dominica,2016,71307,0.174047346
Dominica,2017,71458,0.21153652
Dominica,2018,,0.233431052
Dominica,2019,,0.255171543
Dominican Republic,2015,10281680,1.13957128
Dominican Republic,2016,10397743,1.122509257
Dominican Republic,2017,10513131,1.103628391
Dominican Republic,2018,,1.078841148
Dominican Republic,2019,,1.046460513
Ecuador,2015,16212020,1.617888472
Ecuador,2016,16491115,1.70688086
Ecuador,2017,16785361,1.768538648
Ecuador,2018,,1.765611201
Ecuador,2019,,1.679213179
Egypt Arab Rep.,2015,92442547,2015
Egypt Arab Rep.,2016,94447072,2016
Egypt Arab Rep.,2017,96442593,2017
Egypt Arab Rep.,2018,,2018
Egypt Arab Rep.,2019,,2019
El Salvador,2015,6325124,0.475363828
El Salvador,2016,6356143,0.489210768
El Salvador,2017,6388122,0.501858163
El Salvador,2018,,0.509367036
El Salvador,2019,,0.509683302
Equatorial Guinea,2015,1168568,4.042030141
Equatorial Guinea,2016,1215179,3.911232347
Equatorial Guinea,2017,1262001,3.780716547
Equatorial Guinea,2018,,3.654506773
Equatorial Guinea,2019,,3.528524074
Estonia,2015,1315407,0.06555253
Estonia,2016,1315790,0.029112226
Estonia,2017,1317384,0.121070631
Estonia,2018,,0.348039138
Estonia,2019,,0.348339662
Eswatini,2015,1104044,0.820626097
Eswatini,2016,1113984,0.896297661
Eswatini,2017,1124753,0.962067725
Eswatini,2018,,1.011798397
Eswatini,2019,,1.045309194
Ethiopia,2015,100835458,2.756127788
Ethiopia,2016,103603501,2.708106304
Ethiopia,2017,106400024,2.663467978
Ethiopia,2018,,2.620013482
Ethiopia,2019,,2.579563348
Faroe Islands,2015,48051,0.189561669
Faroe Islands,2016,48173,0.253575128
Faroe Islands,2017,48331,0.32744786
Faroe Islands,2018,,0.342876364
Faroe Islands,2019,,0.372524228
Fiji,2015,868627,0.250593764
Fiji,2016,872399,0.433308394
Fiji,2017,877459,0.578334254
Fiji,2018,,0.684181932
Fiji,2019,,0.729660242
Finland,2015,5479531,0.329383886
Finland,2016,5495303,0.287421402
Finland,2017,5508214,0.234670532
Finland,2018,,0.132641041
Finland,2019,,0.086789963
France,2015,66593366,0.35556924
France,2016,66859768,0.263868789
France,2017,66865144,0.210010696
France,2018,,0.151733989
France,2019,,0.140234218
French Polynesia,2015,273124,0.52089856
French Polynesia,2016,274575,0.529854316
French Polynesia,2017,276103,0.554953683
French Polynesia,2018,,0.569178577
French Polynesia,2019,,0.577415665
Gabon,2015,1947686,3.335098786
Gabon,2016,2007873,3.043395155
Gabon,2017,2064823,2.796855564
Gabon,2018,,2.602954061
Gabon,2019,,2.484089207
Gambia,2015,2085860,2015
Gambia,2016,2149139,2016
Gambia,2017,2213894,2017
Gambia,2018,,
Gambia,2019,,
Georgia,2015,3725276,0.157481405
Georgia,2016,3727505,0.059816599
Georgia,2017,3728004,0.013386075
Georgia,2018,,-0.039036546
Georgia,2019,,-0.165625314
Germany,2015,81686611,0.865702644
Germany,2016,82348669,0.807218539
Germany,2017,82657002,0.37372456
Germany,2018,,0.300526702
Germany,2019,,0.273451074
Ghana,2015,27849205,2.268814549
Ghana,2016,28481946,2.246599268
Ghana,2017,29121471,2.22053243
Ghana,2018,,2.192828837
Ghana,2019,,2.162577887
Gibraltar,2015,33736,0.032611435
Gibraltar,2016,33737,0.002964149
Gibraltar,2017,33728,-0.026680501
Gibraltar,2018,,-0.029653353
Gibraltar,2019,,-0.050430889
Greece,2015,10820883,-0.658861361
Greece,2016,10775971,-0.415913028
Greece,2017,10754679,-0.197783225
Greece,2018,,-0.202880238
Greece,2019,,-0.154411355
Greenland,2015,56114,-0.322038549
Greenland,2016,56186,0.128227978
Greenland,2017,56171,-0.024920344
Greenland,2018,,-0.265609141
Greenland,2019,,0.359917714
Grenada,2015,109599,0.637985514
Grenada,2016,110261,0.602203221
Grenada,2017,110874,0.554413883
Grenada,2018,,0.52175283
Grenada,2019,,0.491370693
Guam,2015,161853,0.518477695
Guam,2016,162951,0.676102623
Guam,2017,164281,0.812883412
Guam,2018,,0.901084422
Guam,2019,,0.916352318
Guatemala,2015,16252429,1.691465093
Guatemala,2016,16583060,1.658073318
Guatemala,2017,16914936,1.6276538
Guatemala,2018,,1.600385982
Guatemala,2019,,1.560386048
Guinea,2015,11432088,2.48970209
Guinea,2016,11738441,2.644487343
Guinea,2017,12067539,2.765010865
Guinea,2018,,2.833136353
Guinea,2019,,2.834575382
Guinea-Bissau,2015,1737202,2.610508916
Guinea-Bissau,2016,1782437,2.570575611
Guinea-Bissau,2017,1828146,2.532080949
Guinea-Bissau,2018,,2.493771961
Guinea-Bissau,2019,,2.456522095
Guyana,2015,767432,0.52939348
Guyana,2016,771366,0.511309291
Guyana,2017,775221,0.49851809
Guyana,2018,,0.486803065
Guyana,2019,,0.481762011
Haiti,2015,10695542,1.379519207
Haiti,2016,10839970,1.341320934
Haiti,2017,10982366,1.305066708
Haiti,2018,,1.273996399
Haiti,2019,,1.249899403
Honduras,2015,9112916,1.741494121
Honduras,2016,9270795,1.717638855
Honduras,2017,9429013,1.692228879
Honduras,2018,,1.667103614
Honduras,2019,,1.640648793
Hong Kong SAR China,2015,7291300,2015
Hong Kong SAR China,2016,7336600,2016
Hong Kong SAR China,2017,7391700,2017
Hong Kong SAR China,2018,,2018
Hong Kong SAR China,2019,,2019
Hungary,2015,9843028,-0.237855002
Hungary,2016,9814023,-0.295110605
Hungary,2017,9787966,-0.265860932
Hungary,2018,,-0.126786952
Hungary,2019,,-0.057455644
Iceland,2015,330815,1.041940387
Iceland,2016,335439,1.388081496
Iceland,2017,343400,2.345582676
Iceland,2018,,2.678142769
Iceland,2019,,2.406724253
India,2015,1310152403,1.116633091
India,2016,1324509589,1.08988008
India,2017,1338658835,1.062597394
India,2018,,1.03732336
India,2019,,1.015106028
Indonesia,2015,258383256,1.267465577
Indonesia,2016,261554226,1.219765616
Indonesia,2017,264645886,1.175102592
Indonesia,2018,,1.133769861
Indonesia,2019,,1.100584587
Iran Islamic Rep.,2015,78492215,2015
Iran Islamic Rep.,2016,79564016,2016
Iran Islamic Rep.,2017,80673951,2017
Iran Islamic Rep.,2018,,2018
Iran Islamic Rep.,2019,,2019
Iraq,2015,35572261,3.316223191
Iraq,2016,36610632,2.877254128
Iraq,2017,37552781,2.540874669
Iraq,2018,,2.318464028
Iraq,2019,,2.254134219
Ireland,2015,4701957,0.944845307
Ireland,2016,4755335,1.128834064
Ireland,2017,4807388,1.088675561
Ireland,2018,,1.238875453
Ireland,2019,,1.511494038
Isle of Man,2015,83234,-0.304699076
Isle of Man,2016,83287,0.063655637
Isle of Man,2017,83598,0.372712179
Isle of Man,2018,,0.571344927
Isle of Man,2019,,0.60120778
Israel,2015,8380100,1.981288976
Israel,2016,8546000,1.960348962
Israel,2017,8713300,1.938725674
Israel,2018,,1.926622865
Israel,2019,,1.901250951
Italy,2015,60730582,-0.096376133
Italy,2016,60627498,-0.169884073
Italy,2017,60536709,-0.149861117
Italy,2018,,-0.19006364
Italy,2019,,-0.206038624
Jamaica,2015,2891021,0.550974945
Jamaica,2016,2906238,0.524973438
Jamaica,2017,2920853,0.50162356
Jamaica,2018,,0.47823514
Jamaica,2019,,0.456356197
Japan,2015,127141000,-0.106124994
Japan,2016,126994511,-0.115284177
Japan,2017,126785797,-0.164484036
Japan,2018,,-0.202670345
Japan,2019,,-0.208999473
Jordan,2015,9266575,3.811240004
Jordan,2016,9551467,3.028091537
Jordan,2017,9779173,2.356016488
Jordan,2018,,1.792156922
Jordan,2019,,1.452664319
Kazakhstan,2015,17542806,1.461484685
Kazakhstan,2016,17794055,1.42204614
Kazakhstan,2017,18037776,1.360381269
Kazakhstan,2018,,1.31477741
Kazakhstan,2019,,1.290742218
Kenya,2015,47878336,2.491936871
Kenya,2016,49051686,2.421143197
Kenya,2017,50221473,2.356812573
Kenya,2018,,2.305948675
Kenya,2019,,2.27190164
Kiribati,2015,110930,1.397075206
Kiribati,2016,112524,1.426716047
Kiribati,2017,114158,1.441692152
Kiribati,2018,,1.468690124
Kiribati,2019,,1.506969958
Korea Dem. People’s Rep.,2015,25183833,2015
Korea Dem. People’s Rep.,2016,25307744,2016
Korea Dem. People’s Rep.,2017,25429985,2017
Korea Dem. People’s Rep.,2018,,2018
Korea Dem. People’s Rep.,2019,,2019
Korea Rep.,2015,51014947,2015
Korea Rep.,2016,51245707,2016
Korea Rep.,2017,51466201,2017
Korea Rep.,2018,,2018
Korea Rep.,2019,,2019
Kosovo,2015,1801800,-1.364932338
Kosovo,2016,1816200,-0.596734074
Kosovo,2017,1830700,0.753584843
Kosovo,2018,,0.339010962
Kosovo,2019,,-0.157991508
Kuwait,2015,3835591,3.844209076
Kuwait,2016,3956873,3.113104246
Kuwait,2017,4056097,2.476710196
Kuwait,2018,,1.982462733
Kuwait,2019,,1.672323183
Kyrgyz Republic,2015,5956900,2.059025966
Kyrgyz Republic,2016,6079500,2.037224422
Kyrgyz Republic,2017,6198200,1.933647156
Kyrgyz Republic,2018,,1.99032207
Kyrgyz Republic,2019,,2.098717844
Lao PDR,2015,6741164,1.515739448
Lao PDR,2016,6845846,1.540943466
Lao PDR,2017,6953035,1.553620994
Lao PDR,2018,,1.548022991
Lao PDR,2019,,1.517115575
Latvia,2015,1977527,-0.818626341
Latvia,2016,1959537,-0.913885332
Latvia,2017,1942248,-0.886215573
Latvia,2018,,-0.779138396
Latvia,2019,,-0.749229474
Lebanon,2015,6532678,4.225187136
Lebanon,2016,6711121,2.69490347
Lebanon,2017,6811873,1.490111794
Lebanon,2018,,0.54245866
Lebanon,2019,,0.099061362
Lesotho,2015,2059021,0.759743303
Lesotho,2016,2075001,0.773100849
Lesotho,2017,2091412,0.787780034
Lesotho,2018,,0.796281137
